donor_id,donor_name,donor_age,donor_color,sample_well,sample_polygon,sample_mri_0,sample_mri_1,sample_mri_2,structure_id,structure_name,structure_abbreviation,structure_color,top_level_structure_id,top_level_structure_name,top_level_structure_abbreviation,top_level_structure_color
15496,"H0351.1015","49 years","C2C200",147712688,146140966,94,129,173,4706,"VIIAf","Ve-VIIAf","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15697,"H0351.1016","55 years","EB3B00",158402920,156416593,93,132,171,4706,"VIIAf","Ve-VIIAf","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
9861,"H0351.2001","24 years","EC891D",1138,64944,87,130,151,4707,"VIIAt","Ve-VIIAt","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
10021,"H0351.2002","39 years","0079C0",8360,1110736,93,109,150,4707,"VIIAt","Ve-VIIAt","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,4707,"VIIAt","Ve-VIIAt","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
14380,"H0351.1012","31 years","960050",-1,-1,-1,-1,-1,4707,"VIIAt","Ve-VIIAt","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15496,"H0351.1015","49 years","C2C200",147712704,146141482,94,147,165,4707,"VIIAt","Ve-VIIAt","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15697,"H0351.1016","55 years","EB3B00",158402936,156416418,93,142,186,4707,"VIIAt","Ve-VIIAt","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
9861,"H0351.2001","24 years","EC891D",1067,64941,86,134,135,4708,"VIIB","Ve-VIIB","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
10021,"H0351.2002","39 years","0079C0",8431,1110737,93,117,143,4708,"VIIB","Ve-VIIB","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,4708,"VIIB","Ve-VIIB","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
14380,"H0351.1012","31 years","960050",-1,-1,-1,-1,-1,4708,"VIIB","Ve-VIIB","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15496,"H0351.1015","49 years","C2C200",147712718,146140660,94,140,161,4708,"VIIB","Ve-VIIB","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15697,"H0351.1016","55 years","EB3B00",158402856,156416318,93,136,170,4708,"VIIB","Ve-VIIB","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
9861,"H0351.2001","24 years","EC891D",1083,64943,86,151,118,4709,"VIIIA","Ve-VIIIA","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
10021,"H0351.2002","39 years","0079C0",8439,1110738,93,128,138,4709,"VIIIA","Ve-VIIIA","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,4709,"VIIIA","Ve-VIIIA","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
14380,"H0351.1012","31 years","960050",-1,-1,-1,-1,-1,4709,"VIIIA","Ve-VIIIA","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15496,"H0351.1015","49 years","C2C200",147712734,146806878,94,156,158,4709,"VIIIA","Ve-VIIIA","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15697,"H0351.1016","55 years","EB3B00",158402872,156416122,93,144,181,4709,"VIIIA","Ve-VIIIA","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
9861,"H0351.2001","24 years","EC891D",1075,64942,87,145,127,4710,"VIIIB","Ve-VIIIB","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
10021,"H0351.2002","39 years","0079C0",8447,1110739,93,119,134,4710,"VIIIB","Ve-VIIIB","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,4710,"VIIIB","Ve-VIIIB","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
14380,"H0351.1012","31 years","960050",-1,-1,-1,-1,-1,4710,"VIIIB","Ve-VIIIB","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15496,"H0351.1015","49 years","C2C200",147712576,146140617,94,155,156,4710,"VIIIB","Ve-VIIIB","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15697,"H0351.1016","55 years","EB3B00",158402984,156416197,93,147,168,4710,"VIIIB","Ve-VIIIB","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
9861,"H0351.2001","24 years","EC891D",1131,64813,87,123,112,4711,"IX","Ve-IX","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
10021,"H0351.2002","39 years","0079C0",8377,1110749,93,119,127,4711,"IX","Ve-IX","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,4711,"IX","Ve-IX","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
14380,"H0351.1012","31 years","960050",-1,-1,-1,-1,-1,4711,"IX","Ve-IX","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15496,"H0351.1015","49 years","C2C200",147712670,146140604,94,151,146,4711,"IX","Ve-IX","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15697,"H0351.1016","55 years","EB3B00",158402970,156421528,93,149,153,4711,"IX","Ve-IX","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
9861,"H0351.2001","24 years","EC891D",-1,-1,-1,-1,-1,4713,"X","Ve-X","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
10021,"H0351.2002","39 years","0079C0",8385,1110750,93,132,129,4713,"X","Ve-X","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,4713,"X","Ve-X","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
14380,"H0351.1012","31 years","960050",-1,-1,-1,-1,-1,4713,"X","Ve-X","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15496,"H0351.1015","49 years","C2C200",147712608,146140135,94,138,138,4713,"X","Ve-X","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15697,"H0351.1016","55 years","EB3B00",158402986,156421427,93,138,144,4713,"X","Ve-X","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
9861,"H0351.2001","24 years","EC891D",1100,65130,95,122,114,12933,"III","Cb-III","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
10021,"H0351.2002","39 years","0079C0",-1,-1,-1,-1,-1,12933,"III","Cb-III","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
12876,"H0351.1009","57 years","509800",14075,1313822,97,107,130,12933,"III","Cb-III","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
14380,"H0351.1012","31 years","960050",126435892,113525664,96,126,133,12933,"III","Cb-III","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15496,"H0351.1015","49 years","C2C200",-1,-1,-1,-1,-1,12933,"III","Cb-III","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15697,"H0351.1016","55 years","EB3B00",159226131,156426442,103,128,128,12933,"III","Cb-III","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
9861,"H0351.2001","24 years","EC891D",1092,65131,95,115,118,12934,"IV","Cb-IV","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
10021,"H0351.2002","39 years","0079C0",8391,1110008,82,110,111,12934,"IV","Cb-IV","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
12876,"H0351.1009","57 years","509800",14067,1313832,97,106,136,12934,"IV","Cb-IV","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
14380,"H0351.1012","31 years","960050",126435750,113525653,96,110,140,12934,"IV","Cb-IV","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15496,"H0351.1015","49 years","C2C200",147712572,146087134,105,118,129,12934,"IV","Cb-IV","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15697,"H0351.1016","55 years","EB3B00",158402932,156426493,103,122,134,12934,"IV","Cb-IV","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
9861,"H0351.2001","24 years","EC891D",1084,65129,95,110,122,12935,"V","Cb-V","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
10021,"H0351.2002","39 years","0079C0",8410,1110775,104,107,125,12935,"V","Cb-V","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
12876,"H0351.1009","57 years","509800",14123,1313846,97,112,152,12935,"V","Cb-V","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
14380,"H0351.1012","31 years","960050",126435766,113525753,96,112,155,12935,"V","Cb-V","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15496,"H0351.1015","49 years","C2C200",147712604,146086821,105,118,149,12935,"V","Cb-V","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15697,"H0351.1016","55 years","EB3B00",158402948,156426541,103,119,155,12935,"V","Cb-V","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
9861,"H0351.2001","24 years","EC891D",1076,65134,95,114,131,12937,"VI","Cb-VI","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
10021,"H0351.2002","39 years","0079C0",8394,1110770,104,107,142,12937,"VI","Cb-VI","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
12876,"H0351.1009","57 years","509800",14147,1313849,97,120,159,12937,"VI","Cb-VI","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
14380,"H0351.1012","31 years","960050",126435798,113523223,96,133,173,12937,"VI","Cb-VI","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15496,"H0351.1015","49 years","C2C200",147712716,146080300,105,128,167,12937,"VI","Cb-VI","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15697,"H0351.1016","55 years","EB3B00",158403012,156428327,103,121,168,12937,"VI","Cb-VI","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
9861,"H0351.2001","24 years","EC891D",1068,65135,95,122,138,12938,"crus I","Cb-Crus I","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
10021,"H0351.2002","39 years","0079C0",8386,1110771,104,117,157,12938,"crus I","Cb-Crus I","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
12876,"H0351.1009","57 years","509800",14107,1313886,98,140,168,12938,"crus I","Cb-Crus I","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
14380,"H0351.1012","31 years","960050",126435878,113522738,96,140,176,12938,"crus I","Cb-Crus I","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15496,"H0351.1015","49 years","C2C200",147712684,146080276,105,140,175,12938,"crus I","Cb-Crus I","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15697,"H0351.1016","55 years","EB3B00",158403028,156428338,103,125,186,12938,"crus I","Cb-Crus I","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
9861,"H0351.2001","24 years","EC891D",1060,65136,96,140,137,12939,"crus II","Cb-Crus II","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
10021,"H0351.2002","39 years","0079C0",8403,1110909,131,128,150,12939,"crus II","Cb-Crus II","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
12876,"H0351.1009","57 years","509800",14099,1313885,98,145,173,12939,"crus II","Cb-Crus II","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
14380,"H0351.1012","31 years","960050",126435894,113522737,96,150,178,12939,"crus II","Cb-Crus II","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15496,"H0351.1015","49 years","C2C200",147712636,146080227,105,155,179,12939,"crus II","Cb-Crus II","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15697,"H0351.1016","55 years","EB3B00",158402854,156428428,103,143,187,12939,"crus II","Cb-Crus II","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
9861,"H0351.2001","24 years","EC891D",1147,65137,96,140,133,12940,"VIIB","Cb-VIIB","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
10021,"H0351.2002","39 years","0079C0",8409,1110754,104,126,146,12940,"VIIB","Cb-VIIB","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
12876,"H0351.1009","57 years","509800",14155,1312361,99,157,161,12940,"VIIB","Cb-VIIB","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
14380,"H0351.1012","31 years","960050",126435720,113901824,96,160,167,12940,"VIIB","Cb-VIIB","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15496,"H0351.1015","49 years","C2C200",149052728,128198488,105,167,165,12940,"VIIB","Cb-VIIB","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15697,"H0351.1016","55 years","EB3B00",158402934,156512883,103,165,165,12940,"VIIB","Cb-VIIB","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
9861,"H0351.2001","24 years","EC891D",1139,65164,96,140,130,12941,"VIIIA","Cb-VIIIA","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
10021,"H0351.2002","39 years","0079C0",8417,1110756,104,135,140,12941,"VIIIA","Cb-VIIIA","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
12876,"H0351.1009","57 years","509800",14068,1312360,99,162,160,12941,"VIIIA","Cb-VIIIA","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
14380,"H0351.1012","31 years","960050",126435890,113258469,107,168,155,12941,"VIIIA","Cb-VIIIA","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15496,"H0351.1015","49 years","C2C200",149052760,128198347,105,172,158,12941,"VIIIA","Cb-VIIIA","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15697,"H0351.1016","55 years","EB3B00",158402950,156512631,103,166,158,12941,"VIIIA","Cb-VIIIA","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
9861,"H0351.2001","24 years","EC891D",1116,65133,96,150,122,12942,"VIIIB","Cb-VIIIB","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
10021,"H0351.2002","39 years","0079C0",8425,1110760,104,141,121,12942,"VIIIB","Cb-VIIIB","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
12876,"H0351.1009","57 years","509800",14108,1313809,99,171,146,12942,"VIIIB","Cb-VIIIB","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
14380,"H0351.1012","31 years","960050",126435796,113255674,107,168,145,12942,"VIIIB","Cb-VIIIB","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15496,"H0351.1015","49 years","C2C200",147712556,128198489,105,165,153,12942,"VIIIB","Cb-VIIIB","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15697,"H0351.1016","55 years","EB3B00",158402966,156512561,103,166,157,12942,"VIIIB","Cb-VIIIB","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
9861,"H0351.2001","24 years","EC891D",1108,65132,96,134,115,12943,"IX","Cb-IX","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
10021,"H0351.2002","39 years","0079C0",8433,1110763,104,134,127,12943,"IX","Cb-IX","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
12876,"H0351.1009","57 years","509800",14116,1313808,99,152,139,12943,"IX","Cb-IX","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
14380,"H0351.1012","31 years","960050",126435860,113255650,107,153,142,12943,"IX","Cb-IX","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15496,"H0351.1015","49 years","C2C200",149052712,128130461,105,169,134,12943,"IX","Cb-IX","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15697,"H0351.1016","55 years","EB3B00",158402982,156511928,103,171,146,12943,"IX","Cb-IX","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
9861,"H0351.2001","24 years","EC891D",-1,-1,-1,-1,-1,12945,"X","Cb-X","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
10021,"H0351.2002","39 years","0079C0",8370,1110766,105,121,115,12945,"X","Cb-X","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,12945,"X","Cb-X","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
14380,"H0351.1012","31 years","960050",126435876,113255684,107,151,126,12945,"X","Cb-X","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15496,"H0351.1015","49 years","C2C200",156434569,146148179,115,150,125,12945,"X","Cb-X","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
15697,"H0351.1016","55 years","EB3B00",158402850,156515194,119,158,134,12945,"X","Cb-X","00D5E8",4697,"cerebellar cortex","CbCx","00D5E8"
9861,"H0351.2001","24 years","EC891D",2795,73345,101,130,123,12946,"dentate nucleus","Dt","06CAFF",4780,"cerebellar nuclei","CbN","06CAFF"
10021,"H0351.2002","39 years","0079C0",8309,1068359,104,118,131,12946,"dentate nucleus","Dt","06CAFF",4780,"cerebellar nuclei","CbN","06CAFF"
12876,"H0351.1009","57 years","509800",14257,1295590,98,129,147,12946,"dentate nucleus","Dt","06CAFF",4780,"cerebellar nuclei","CbN","06CAFF"
14380,"H0351.1012","31 years","960050",127687937,113279103,96,136,146,12946,"dentate nucleus","Dt","06CAFF",4780,"cerebellar nuclei","CbN","06CAFF"
15496,"H0351.1015","49 years","C2C200",156436006,146086421,105,141,143,12946,"dentate nucleus","Dt","06CAFF",4780,"cerebellar nuclei","CbN","06CAFF"
15697,"H0351.1016","55 years","EB3B00",159438959,156419141,93,127,155,12946,"dentate nucleus","Dt","06CAFF",4780,"cerebellar nuclei","CbN","06CAFF"
9861,"H0351.2001","24 years","EC891D",2460,73471,93,123,119,12947,"emboliform nucleus","Emb","06CAFF",4780,"cerebellar nuclei","CbN","06CAFF"
10021,"H0351.2002","39 years","0079C0",8277,1061777,87,115,129,12947,"emboliform nucleus","Emb","06CAFF",4780,"cerebellar nuclei","CbN","06CAFF"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,12947,"emboliform nucleus","Emb","06CAFF",4780,"cerebellar nuclei","CbN","06CAFF"
14380,"H0351.1012","31 years","960050",-1,-1,-1,-1,-1,12947,"emboliform nucleus","Emb","06CAFF",4780,"cerebellar nuclei","CbN","06CAFF"
15496,"H0351.1015","49 years","C2C200",-1,-1,-1,-1,-1,12947,"emboliform nucleus","Emb","06CAFF",4780,"cerebellar nuclei","CbN","06CAFF"
15697,"H0351.1016","55 years","EB3B00",159438975,156978968,93,136,153,12947,"emboliform nucleus","Emb","06CAFF",4780,"cerebellar nuclei","CbN","06CAFF"
9861,"H0351.2001","24 years","EC891D",2787,75936,90,127,125,12948,"fastigial nucleus","Fas","06CAFF",4780,"cerebellar nuclei","CbN","06CAFF"
10021,"H0351.2002","39 years","0079C0",8293,1062251,93,114,126,12948,"fastigial nucleus","Fas","06CAFF",4780,"cerebellar nuclei","CbN","06CAFF"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,12948,"fastigial nucleus","Fas","06CAFF",4780,"cerebellar nuclei","CbN","06CAFF"
14380,"H0351.1012","31 years","960050",127687985,114237361,83,141,140,12948,"fastigial nucleus","Fas","06CAFF",4780,"cerebellar nuclei","CbN","06CAFF"
15496,"H0351.1015","49 years","C2C200",-1,-1,-1,-1,-1,12948,"fastigial nucleus","Fas","06CAFF",4780,"cerebellar nuclei","CbN","06CAFF"
15697,"H0351.1016","55 years","EB3B00",-1,-1,-1,-1,-1,12948,"fastigial nucleus","Fas","06CAFF",4780,"cerebellar nuclei","CbN","06CAFF"
9861,"H0351.2001","24 years","EC891D",2468,73470,93,129,122,12949,"globose nucleus","Glo","06CAFF",4780,"cerebellar nuclei","CbN","06CAFF"
10021,"H0351.2002","39 years","0079C0",8285,1061776,87,120,132,12949,"globose nucleus","Glo","06CAFF",4780,"cerebellar nuclei","CbN","06CAFF"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,12949,"globose nucleus","Glo","06CAFF",4780,"cerebellar nuclei","CbN","06CAFF"
14380,"H0351.1012","31 years","960050",127687969,114210337,96,141,146,12949,"globose nucleus","Glo","06CAFF",4780,"cerebellar nuclei","CbN","06CAFF"
15496,"H0351.1015","49 years","C2C200",-1,-1,-1,-1,-1,12949,"globose nucleus","Glo","06CAFF",4780,"cerebellar nuclei","CbN","06CAFF"
15697,"H0351.1016","55 years","EB3B00",159438991,156978055,93,139,156,12949,"globose nucleus","Glo","06CAFF",4780,"cerebellar nuclei","CbN","06CAFF"
9861,"H0351.2001","24 years","EC891D",6659,977564,96,137,91,9133,"pontine nuclei","Pn","00E8BB",9132,"basal part of pons","Bpons","00E8BB"
10021,"H0351.2002","39 years","0079C0",9149,1130609,102,117,97,9133,"pontine nuclei","Pn","00E8BB",9132,"basal part of pons","Bpons","00E8BB"
12876,"H0351.1009","57 years","509800",14410,1330214,92,164,114,9133,"pontine nuclei","Pn","00E8BB",9132,"basal part of pons","Bpons","00E8BB"
14380,"H0351.1012","31 years","960050",146022014,113855575,98,142,114,9133,"pontine nuclei","Pn","00E8BB",9132,"basal part of pons","Bpons","00E8BB"
15496,"H0351.1015","49 years","C2C200",148955220,115984169,101,135,115,9133,"pontine nuclei","Pn","00E8BB",9132,"basal part of pons","Bpons","00E8BB"
15697,"H0351.1016","55 years","EB3B00",160535225,158930493,85,141,116,9133,"pontine nuclei","Pn","00E8BB",9132,"basal part of pons","Bpons","00E8BB"
9861,"H0351.2001","24 years","EC891D",6538,977815,96,132,106,9136,"abducens nucleus","6","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
10021,"H0351.2002","39 years","0079C0",9063,1115024,98,127,115,9136,"abducens nucleus","6","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,9136,"abducens nucleus","6","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
14380,"H0351.1012","31 years","960050",146022026,114256176,94,147,128,9136,"abducens nucleus","6","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
15496,"H0351.1015","49 years","C2C200",156436120,120420463,98,165,135,9136,"abducens nucleus","6","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
15697,"H0351.1016","55 years","EB3B00",160535307,159122217,89,143,134,9136,"abducens nucleus","6","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
9861,"H0351.2001","24 years","EC891D",-1,-1,-1,-1,-1,10147,"central gray of the pons","CGPo","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
10021,"H0351.2002","39 years","0079C0",9719,1128774,101,120,108,10147,"central gray of the pons","CGPo","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,10147,"central gray of the pons","CGPo","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
14380,"H0351.1012","31 years","960050",-1,-1,-1,-1,-1,10147,"central gray of the pons","CGPo","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
15496,"H0351.1015","49 years","C2C200",-1,-1,-1,-1,-1,10147,"central gray of the pons","CGPo","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
15697,"H0351.1016","55 years","EB3B00",160535257,159336482,86,140,132,10147,"central gray of the pons","CGPo","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
9861,"H0351.2001","24 years","EC891D",6858,977734,98,137,103,9142,"facial motor nucleus","7","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
10021,"H0351.2002","39 years","0079C0",9087,1114819,101,127,110,9142,"facial motor nucleus","7","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,9142,"facial motor nucleus","7","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
14380,"H0351.1012","31 years","960050",146022042,114298942,98,147,125,9142,"facial motor nucleus","7","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
15496,"H0351.1015","49 years","C2C200",156436138,146823314,94,167,133,9142,"facial motor nucleus","7","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
15697,"H0351.1016","55 years","EB3B00",160535133,159127686,83,144,132,9142,"facial motor nucleus","7","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
9861,"H0351.2001","24 years","EC891D",6180,995606,101,118,105,9145,"lateral parabrachial nucleus","LPB","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
10021,"H0351.2002","39 years","0079C0",9197,1132188,110,116,107,9145,"lateral parabrachial nucleus","LPB","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
12876,"H0351.1009","57 years","509800",14298,1317831,102,137,126,9145,"lateral parabrachial nucleus","LPB","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
14380,"H0351.1012","31 years","960050",139428077,113762042,100,130,128,9145,"lateral parabrachial nucleus","LPB","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
15496,"H0351.1015","49 years","C2C200",-1,-1,-1,-1,-1,9145,"lateral parabrachial nucleus","LPB","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
15697,"H0351.1016","55 years","EB3B00",160535303,158402832,82,134,132,9145,"lateral parabrachial nucleus","LPB","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
9861,"H0351.2001","24 years","EC891D",6274,985017,96,123,107,9148,"locus ceruleus","LC","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
10021,"H0351.2002","39 years","0079C0",9734,1125653,101,120,107,9148,"locus ceruleus","LC","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,9148,"locus ceruleus","LC","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
14380,"H0351.1012","31 years","960050",-1,-1,-1,-1,-1,9148,"locus ceruleus","LC","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
15496,"H0351.1015","49 years","C2C200",148955204,126786164,97,151,131,9148,"locus ceruleus","LC","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
15697,"H0351.1016","55 years","EB3B00",160535161,158875398,85,140,133,9148,"locus ceruleus","LC","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
9861,"H0351.2001","24 years","EC891D",6386,993296,98,123,107,9151,"medial parabrachial nucleus","MPB","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
10021,"H0351.2002","39 years","0079C0",9205,1134301,105,116,107,9151,"medial parabrachial nucleus","MPB","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
12876,"H0351.1009","57 years","509800",-1,-1,-1,-1,-1,9151,"medial parabrachial nucleus","MPB","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
14380,"H0351.1012","31 years","960050",139427979,114353974,96,139,126,9151,"medial parabrachial nucleus","MPB","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
15496,"H0351.1015","49 years","C2C200",156435984,145961353,98,159,133,9151,"medial parabrachial nucleus","MPB","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
15697,"H0351.1016","55 years","EB3B00",160536137,158874366,82,140,133,9151,"medial parabrachial nucleus","MPB","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
9861,"H0351.2001","24 years","EC891D",6250,988478,98,127,104,9154,"nucleus subceruleus","SubC","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
10021,"H0351.2002","39 years","0079C0",9717,1125253,103,124,112,9154,"nucleus subceruleus","SubC","00FFAA",9135,"pontine tegmentum","PTg","00FFAA"
